M,eta,C,C_frac,seed,DynReg,AvgReg,Mismatch,Stab,CostTot,CostPerStep
1,0.3,0,0.0,2,1973.3800401764663,0.0394676008035293,0.6874928,0.1910494209884198,0.0,0.0
1,0.3,0,0.0,3,1580.6160791144398,0.0316123215822888,1.117376,0.3122894457889157,0.0,0.0
1,0.3,0,0.0,4,1962.1429294823304,0.0392428585896466,1.8671552,0.1367931358627172,0.0,0.0
1,0.3,2500,0.05,0,1731.5407950374115,0.0346308159007482,1.8127048,0.1908358167163343,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,1,1975.55307014198,0.0395110614028396,1.6574664,0.1919790395807916,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,2,1868.048934175432,0.0373609786835086,0.60578,0.1757931158623172,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,3,1517.4353838798354,0.0303487076775967,1.0739352,0.3083205664113282,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,4,2089.766953472091,0.0417953390694418,1.841312,0.1422388447768955,2500.000000000329,0.0500000000000065
1,0.3,5000,0.1,0,1824.6888547014328,0.0364937770940286,1.7738976000000002,0.2043048860977219,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,1,2093.5205616195235,0.0418704112323904,1.6038576,0.204737694753895,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,2,1793.658852606392,0.0358731770521278,0.5584744,0.1596031920638413,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,3,1404.6982517907174,0.0280939650358143,0.938012,0.2851473029460589,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,4,2180.407727801616,0.0436081545560323,1.8182312,0.1455285105702114,5000.0000000006585,0.1000000000000131
1,0.3,10000,0.2,0,2062.934395828153,0.041258687916563,1.6712623999999998,0.2289317786355727,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,1,2347.0789729399985,0.0469415794587999,1.5003935999999998,0.2245836916738335,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,2,1655.819221438872,0.0331163844287774,0.4721424000000001,0.1269129382587651,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,3,1254.601173091337,0.0250920234618267,0.79514,0.2491345826916538,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,4,2509.2024259222417,0.0501840485184448,1.7447096000000002,0.1651609032180643,10000.000000001315,0.2000000000000263
5,0.0,0,0.0,0,1654.6463894026308,0.0330929277880526,1.8329488,0.184152483049661,0.0,0.0
5,0.0,0,0.0,1,1862.7597553491316,0.0372551951069826,1.717172,0.1730722614452289,0.0,0.0
5,0.0,0,0.0,2,2001.2367196555656,0.0400247343931113,0.7021976,0.2016184323686474,0.0,0.0
5,0.0,0,0.0,3,1580.9497846609222,0.0316189956932184,1.1519528,0.318179963599272,0.0,0.0
5,0.0,0,0.0,4,1949.8528516588328,0.0389970570331766,1.8602680000000005,0.1353931078621572,0.0,0.0
5,0.0,2500,0.05,0,1721.712538553172,0.0344342507710634,1.8129056,0.1893989879797596,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,1,1963.8706666631003,0.039277413333262,1.6787535999999998,0.1827172543450869,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,2,1887.6936692183256,0.0377538733843665,0.6306624,0.1859317186343727,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,3,1473.8800682570472,0.0294776013651409,1.0484624,0.299889997799956,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,4,2076.0655547136644,0.0415213110942732,1.849328,0.142727654553091,2500.000000000329,0.0500000000000065
5,0.0,5000,0.1,0,1812.4046748484147,0.0362480934969682,1.7833472,0.2019288385767715,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,1,2088.169897235085,0.0417633979447017,1.622772,0.196579931598632,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,2,1798.7123817503611,0.0359742476350072,0.5734248000000001,0.1649512990259805,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,3,1378.8172600835708,0.0275763452016714,0.9591616,0.2846184923698474,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,4,2204.7631634194013,0.044095263268388,1.8085352,0.147447748954979,5000.0000000006585,0.1000000000000131
5,0.0,10000,0.2,0,2067.692766138873,0.0413538553227774,1.669728,0.2357631152623052,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,1,2366.639859036276,0.0473327971807255,1.497856,0.2223956479129583,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,2,1665.5618962307603,0.0333112379246152,0.4762216,0.1318546370927418,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,3,1242.7892224758743,0.0248557844495174,0.8145104000000001,0.2433344666893338,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,4,2495.347039560464,0.0499069407912092,1.7534632,0.1630848616972339,10000.000000001315,0.2000000000000263
5,0.1,0,0.0,0,1720.5820277554271,0.0344116405551085,1.860668,0.1592767855357107,0.0,0.0
5,0.1,0,0.0,1,1888.402698185802,0.037768053963716,1.7941384,0.1540686813736274,0.0,0.0
5,0.1,0,0.0,2,2034.1988001723105,0.0406839760034462,0.5929464,0.1787891757835157,0.0,0.0
5,0.1,0,0.0,3,1599.6679991526937,0.0319933599830538,1.1563696,0.3137782755655113,0.0,0.0
5,0.1,0,0.0,4,1961.558741759607,0.0392311748351921,1.8592256,0.1416436328726574,0.0,0.0
5,0.1,2500,0.05,0,1791.883556808358,0.0358376711361671,1.8322496,0.1657721154423088,2500.000000000329,0.0500000000000065
5,0.1,2500,0.05,1,1985.798496370871,0.0397159699274174,1.7621504,0.1618768375367507,2500.000000000329,0.0500000000000065
5,0.1,2500,0.05,2,1905.1932716161812,0.0381038654323236,0.53116,0.1614960299205984,2500.000000000329,0.0500000000000065
5,0.1,2500,0.05,3,1462.0733632427232,0.0292414672648544,1.0190448,0.2900506010120203,2500.000000000329,0.0500000000000065
5,0.1,2500,0.05,4,2070.8813540376223,0.0414176270807524,1.8428864,0.1487277745554911,2500.000000000329,0.0500000000000065
5,0.1,5000,0.1,0,1885.5163661796,0.0377103273235919,1.8132784,0.1740042800856017,5000.0000000006585,0.1000000000000131
5,0.1,5000,0.1,1,2070.551284732773,0.0414110256946554,1.7269432,0.1684489689793796,5000.0000000006585,0.1000000000000131
5,0.1,5000,0.1,2,1849.6719221266017,0.036993438442532,0.4986664,0.1456669133382667,5000.0000000006585,0.1000000000000131
5,0.1,5000,0.1,3,1396.8919234341363,0.0279378384686827,0.9759512,0.2789687793755875,5000.0000000006585,0.1000000000000131
5,0.1,5000,0.1,4,2225.5013591880006,0.04451002718376,1.8078032,0.1561087221744435,5000.0000000006585,0.1000000000000131
5,0.1,10000,0.2,0,2138.271421834338,0.0427654284366867,1.7181,0.1983487669753395,10000.000000001315,0.2000000000000263
5,0.1,10000,0.2,1,2328.847755508439,0.0465769551101687,1.6408871999999997,0.1904470089401788,10000.000000001315,0.2000000000000263
5,0.1,10000,0.2,2,1718.653349870902,0.034373066997418,0.43404,0.1204944098881977,10000.000000001315,0.2000000000000263
5,0.1,10000,0.2,3,1242.7822806991887,0.0248556456139837,0.8338055999999999,0.2439328786575731,10000.000000001315,0.2000000000000263
5,0.1,10000,0.2,4,2499.640668945306,0.0499928133789061,1.7353576000000002,0.1703506070121402,10000.000000001315,0.2000000000000263
5,0.3,0,0.0,0,1727.7389666388651,0.0345547793327773,1.8656384000000004,0.1418572371447428,0.0,0.0
5,0.3,0,0.0,1,1854.068139519123,0.0370813627903824,1.8488384,0.1489685793715874,0.0,0.0
5,0.3,0,0.0,2,1748.8761133605592,0.0349775222672111,0.7164192,0.177382747654953,0.0,0.0
5,0.3,0,0.0,3,1458.6573365844145,0.0291731467316882,1.2279256,0.2877377547550951,0.0,0.0
5,0.3,0,0.0,4,1893.929515683126,0.0378785903136625,1.836072,0.1597887957759155,0.0,0.0
5,0.3,2500,0.05,0,1782.6370064096272,0.0356527401281925,1.8516840000000003,0.1432820656413128,2500.000000000329,0.0500000000000065
5,0.3,2500,0.05,1,1916.889274388891,0.0383377854877778,1.835828,0.1520382407648153,2500.000000000329,0.0500000000000065
5,0.3,2500,0.05,2,1690.792102661282,0.0338158420532256,0.6792984,0.168102562051241,2500.000000000329,0.0500000000000065
5,0.3,2500,0.05,3,1377.6387317938977,0.0275527746358779,1.164332,0.2798167963359267,2500.000000000329,0.0500000000000065
5,0.3,2500,0.05,4,1989.5687932555445,0.0397913758651108,1.8149296,0.1659761195223904,2500.000000000329,0.0500000000000065
5,0.3,5000,0.1,0,1873.8581477086277,0.0374771629541725,1.8321936,0.1502030040600812,5000.0000000006585,0.1000000000000131
5,0.3,5000,0.1,1,2002.440363356224,0.0400488072671244,1.80754,0.1592535850717014,5000.0000000006585,0.1000000000000131
5,0.3,5000,0.1,2,1636.1293665140458,0.0327225873302809,0.6351888,0.1632360647212944,5000.0000000006585,0.1000000000000131
5,0.3,5000,0.1,3,1324.7876438193598,0.0264957528763871,1.076132,0.2692181843636873,5000.0000000006585,0.1000000000000131
5,0.3,5000,0.1,4,2095.7253662425837,0.0419145073248516,1.7835544,0.1689065781315626,5000.0000000006585,0.1000000000000131
5,0.3,10000,0.2,0,2136.205655434013,0.0427241131086802,1.7486768,0.1747642952859057,10000.000000001315,0.2000000000000263
5,0.3,10000,0.2,1,2239.9368656990064,0.0447987373139801,1.740848,0.1732378647572951,10000.000000001315,0.2000000000000263
5,0.3,10000,0.2,2,1554.6992509696734,0.0310939850193934,0.5373528,0.1427324546490929,10000.000000001315,0.2000000000000263
5,0.3,10000,0.2,3,1256.4863518677498,0.0251297270373549,0.9385888,0.2436208724174483,10000.000000001315,0.2000000000000263
5,0.3,10000,0.2,4,2400.5445586992205,0.0480108911739844,1.70328,0.1863197263945279,10000.000000001315,0.2000000000000263
20,0.0,0,0.0,0,1648.323934890891,0.0329664786978178,1.8427776,0.1916542330846617,0.0,0.0
20,0.0,0,0.0,1,1876.223146044804,0.037524462920896,1.767232,0.1427500550011,0.0,0.0
20,0.0,0,0.0,2,1963.9721963278923,0.0392794439265578,0.7014616,0.1923342466849337,0.0,0.0
20,0.0,0,0.0,3,1609.4153835961258,0.0321883076719225,1.158288,0.3162335246704934,0.0,0.0
20,0.0,0,0.0,4,1959.538425369348,0.0391907685073869,1.9064256,0.1178911578231564,0.0,0.0
20,0.0,2500,0.05,0,1723.7464796304994,0.0344749295926099,1.8169424,0.2001360027200544,2500.000000000329,0.0500000000000065
20,0.0,2500,0.05,1,1975.6080353366317,0.0395121607067326,1.7226976,0.154815096301926,2500.000000000329,0.0500000000000065
20,0.0,2500,0.05,2,1877.7980878550757,0.0375559617571015,0.6445384,0.1785307706154123,2500.000000000329,0.0500000000000065
20,0.0,2500,0.05,3,1468.9741729421232,0.0293794834588424,1.026852,0.29694993899878,2500.000000000329,0.0500000000000065
20,0.0,2500,0.05,4,2068.4670239037573,0.0413693404780751,1.8904624,0.1233096661933238,2500.000000000329,0.0500000000000065
20,0.0,5000,0.1,0,1800.7277808289032,0.036014555616578,1.7844023999999998,0.2117154343086862,5000.0000000006585,0.1000000000000131
20,0.0,5000,0.1,1,2073.719398567909,0.0414743879713581,1.6774896,0.1661169223384467,5000.0000000006585,0.1000000000000131
20,0.0,5000,0.1,2,1817.1644717186407,0.0363432894343728,0.5919872,0.1633208664173283,5000.0000000006585,0.1000000000000131
20,0.0,5000,0.1,3,1369.811349030969,0.0273962269806193,0.9307512,0.2785415708314167,5000.0000000006585,0.1000000000000131
20,0.0,5000,0.1,4,2193.305122206201,0.043866102444124,1.8620552,0.1312858257165143,5000.0000000006585,0.1000000000000131
20,0.0,10000,0.2,0,2050.7679730903656,0.0410153594618073,1.6616992000000002,0.2448376967539351,10000.000000001315,0.2000000000000263
20,0.0,10000,0.2,1,2363.220567522087,0.0472644113504417,1.5229088,0.1997335946718934,10000.000000001315,0.2000000000000263
20,0.0,10000,0.2,2,1645.3586708904518,0.032907173417809,0.4927448,0.1270617412348247,10000.000000001315,0.2000000000000263
20,0.0,10000,0.2,3,1246.7261668695064,0.0249345233373901,0.808984,0.2419064381287626,10000.000000001315,0.2000000000000263
20,0.0,10000,0.2,4,2543.866064994404,0.050877321299888,1.7879135999999998,0.1515502310046201,10000.000000001315,0.2000000000000263
20,0.1,0,0.0,0,1683.3063143662555,0.0336661262873251,1.8718992,0.1713794275885518,0.0,0.0
20,0.1,0,0.0,1,1865.9773885493912,0.0373195477709878,1.8516672,0.1400932018640373,0.0,0.0
20,0.1,0,0.0,2,1982.4923355262035,0.039649846710524,0.5723048000000001,0.1624448488969779,0.0,0.0
20,0.1,0,0.0,3,1530.7694163217575,0.0306153883264351,1.1060008,0.3084453689073781,0.0,0.0
20,0.1,0,0.0,4,1935.3683739002447,0.0387073674780049,1.8785896,0.1255345106902138,0.0,0.0
20,0.1,2500,0.05,0,1758.538396378957,0.0351707679275791,1.8510208,0.1775483509670193,2500.000000000329,0.0500000000000065
20,0.1,2500,0.05,1,1936.3337351053544,0.038726674702107,1.8150072,0.1451141022820456,2500.000000000329,0.0500000000000065
20,0.1,2500,0.05,2,1869.9562949519843,0.0373991258990396,0.5167920000000001,0.1447388947778956,2500.000000000329,0.0500000000000065
20,0.1,2500,0.05,3,1466.159204520341,0.0293231840904068,1.0223216,0.2986091721834437,2500.000000000329,0.0500000000000065
20,0.1,2500,0.05,4,2029.1696626633504,0.040583393253267,1.8589016,0.1316578331566631,2500.000000000329,0.0500000000000065
20,0.1,5000,0.1,0,1834.1082368054372,0.0366821647361087,1.821036,0.1805404108082161,5000.0000000006585,0.1000000000000131
20,0.1,5000,0.1,1,2038.7533936050545,0.040775067872101,1.7695616,0.1526222524450489,5000.0000000006585,0.1000000000000131
20,0.1,5000,0.1,2,1810.649827192989,0.0362129965438597,0.4929728,0.1334746694933898,5000.0000000006585,0.1000000000000131
20,0.1,5000,0.1,3,1367.718309803585,0.0273543661960717,0.928088,0.2764319286385728,5000.0000000006585,0.1000000000000131
20,0.1,5000,0.1,4,2133.4500150711738,0.0426690003014234,1.8269936,0.135327506550131,5000.0000000006585,0.1000000000000131
20,0.1,10000,0.2,0,2086.4022160829536,0.041728044321659,1.7216256,0.2022392447848957,10000.000000001315,0.2000000000000263
20,0.1,10000,0.2,1,2314.8592411080404,0.0462971848221608,1.6587336,0.1794171883437668,10000.000000001315,0.2000000000000263
20,0.1,10000,0.2,2,1699.5775282946015,0.033991550565892,0.4303152,0.1077437548750975,10000.000000001315,0.2000000000000263
20,0.1,10000,0.2,3,1211.450398673504,0.02422900797347,0.7959807999999998,0.2349102982059641,10000.000000001315,0.2000000000000263
20,0.1,10000,0.2,4,2516.820972625594,0.0503364194525118,1.73438,0.1617960359207184,10000.000000001315,0.2000000000000263
20,0.3,0,0.0,0,1798.8949608207065,0.0359778992164141,1.9258808,0.1281593631872637,0.0,0.0
20,0.3,0,0.0,1,1579.8652078840532,0.031597304157681,1.8653144,0.2262357247144943,0.0,0.0
20,0.3,0,0.0,2,1800.366123076373,0.0360073224615274,0.6157792000000001,0.1573015460309206,0.0,0.0
20,0.3,0,0.0,3,1607.7413527885935,0.0321548270557718,1.2692016,0.278537570751415,0.0,0.0
20,0.3,0,0.0,4,1717.0387228910806,0.0343407744578216,1.6592848,0.176505130102602,0.0,0.0
20,0.3,2500,0.05,0,1980.0593268026605,0.0396011865360532,1.903856,0.1370899417988359,2500.000000000329,0.0500000000000065
20,0.3,2500,0.05,1,1638.1563695599662,0.0327631273911993,1.8217576,0.2307270145402908,2500.000000000329,0.0500000000000065
20,0.3,2500,0.05,2,1740.3913487764485,0.0348078269755289,0.5817791999999999,0.1489597791955839,2500.000000000329,0.0500000000000065
20,0.3,2500,0.05,3,1599.0526222117032,0.031981052444234,1.1718696,0.2754327086541731,2500.000000000329,0.0500000000000065
20,0.3,2500,0.05,4,1747.4515824629907,0.0349490316492598,1.6303216,0.1779747594951899,2500.000000000329,0.0500000000000065
20,0.3,5000,0.1,0,2148.929142228409,0.0429785828445681,1.8905488,0.1480933618672373,5000.0000000006585,0.1000000000000131
20,0.3,5000,0.1,1,1732.2702283979347,0.0346454045679586,1.7928616,0.2337086741734834,5000.0000000006585,0.1000000000000131
20,0.3,5000,0.1,2,1700.3383887276243,0.0340067677745524,0.5398568,0.1394843896877937,5000.0000000006585,0.1000000000000131
20,0.3,5000,0.1,3,1601.3752611803018,0.032027505223606,1.1001824,0.2721990439808797,5000.0000000006585,0.1000000000000131
20,0.3,5000,0.1,4,1842.5351351759875,0.0368507027035197,1.5885192,0.1765147302946059,5000.0000000006585,0.1000000000000131
20,0.3,10000,0.2,0,2630.7656436253124,0.0526153128725062,1.8179472000000003,0.1742578851577031,10000.000000001315,0.2000000000000263
20,0.3,10000,0.2,1,1930.395443622428,0.0386079088724485,1.69584,0.2424568491369828,10000.000000001315,0.2000000000000263
20,0.3,10000,0.2,2,1579.4848030209082,0.0315896960604181,0.4623048,0.1184311686233724,10000.000000001315,0.2000000000000263
20,0.3,10000,0.2,3,1595.312532325206,0.0319062506465041,0.9299256,0.2477785555711114,10000.000000001315,0.2000000000000263
20,0.3,10000,0.2,4,2032.4570836124235,0.0406491416722484,1.477868,0.1889069781395627,10000.000000001315,0.2000000000000263
1,0.0,0,0.0,0,1659.0451096493275,0.0331809021929865,1.8363208,0.182910058201164,0.0,0.0
1,0.0,0,0.0,1,1892.2766226949036,0.037845532453898,1.6924880000000002,0.1865997319946399,0.0,0.0
1,0.0,0,0.0,2,1973.3800401764663,0.0394676008035293,0.6874928,0.1910494209884198,0.0,0.0
1,0.0,0,0.0,3,1580.6160791144398,0.0316123215822888,1.117376,0.3122894457889157,0.0,0.0
1,0.0,0,0.0,4,1962.1429294823304,0.0392428585896466,1.8671552,0.1367931358627172,0.0,0.0
1,0.0,2500,0.05,0,1731.5407950374115,0.0346308159007482,1.8127048,0.1908358167163343,2500.000000000329,0.0500000000000065
1,0.0,2500,0.05,1,1975.55307014198,0.0395110614028396,1.6574664,0.1919790395807916,2500.000000000329,0.0500000000000065
1,0.0,2500,0.05,2,1868.048934175432,0.0373609786835086,0.60578,0.1757931158623172,2500.000000000329,0.0500000000000065
1,0.0,2500,0.05,3,1517.4353838798354,0.0303487076775967,1.0739352,0.3083205664113282,2500.000000000329,0.0500000000000065
1,0.0,2500,0.05,4,2089.766953472091,0.0417953390694418,1.841312,0.1422388447768955,2500.000000000329,0.0500000000000065
1,0.0,5000,0.1,0,1824.6888547014328,0.0364937770940286,1.7738976000000002,0.2043048860977219,5000.0000000006585,0.1000000000000131
1,0.0,5000,0.1,1,2093.5205616195235,0.0418704112323904,1.6038576,0.204737694753895,5000.0000000006585,0.1000000000000131
1,0.0,5000,0.1,2,1793.658852606392,0.0358731770521278,0.5584744,0.1596031920638413,5000.0000000006585,0.1000000000000131
1,0.0,5000,0.1,3,1404.6982517907174,0.0280939650358143,0.938012,0.2851473029460589,5000.0000000006585,0.1000000000000131
1,0.0,5000,0.1,4,2180.407727801616,0.0436081545560323,1.8182312,0.1455285105702114,5000.0000000006585,0.1000000000000131
1,0.0,10000,0.2,0,2062.934395828153,0.041258687916563,1.6712623999999998,0.2289317786355727,10000.000000001315,0.2000000000000263
1,0.0,10000,0.2,1,2347.0789729399985,0.0469415794587999,1.5003935999999998,0.2245836916738335,10000.000000001315,0.2000000000000263
1,0.0,10000,0.2,2,1655.819221438872,0.0331163844287774,0.4721424000000001,0.1269129382587651,10000.000000001315,0.2000000000000263
1,0.0,10000,0.2,3,1254.601173091337,0.0250920234618267,0.79514,0.2491345826916538,10000.000000001315,0.2000000000000263
1,0.0,10000,0.2,4,2509.2024259222417,0.0501840485184448,1.7447096000000002,0.1651609032180643,10000.000000001315,0.2000000000000263
1,0.1,0,0.0,0,1659.0451096493275,0.0331809021929865,1.8363208,0.182910058201164,0.0,0.0
1,0.1,0,0.0,1,1892.2766226949036,0.037845532453898,1.6924880000000002,0.1865997319946399,0.0,0.0
1,0.1,0,0.0,2,1973.3800401764663,0.0394676008035293,0.6874928,0.1910494209884198,0.0,0.0
1,0.1,0,0.0,3,1580.6160791144398,0.0316123215822888,1.117376,0.3122894457889157,0.0,0.0
1,0.1,0,0.0,4,1962.1429294823304,0.0392428585896466,1.8671552,0.1367931358627172,0.0,0.0
1,0.1,2500,0.05,0,1731.5407950374115,0.0346308159007482,1.8127048,0.1908358167163343,2500.000000000329,0.0500000000000065
1,0.1,2500,0.05,1,1975.55307014198,0.0395110614028396,1.6574664,0.1919790395807916,2500.000000000329,0.0500000000000065
1,0.1,2500,0.05,2,1868.048934175432,0.0373609786835086,0.60578,0.1757931158623172,2500.000000000329,0.0500000000000065
1,0.1,2500,0.05,3,1517.4353838798354,0.0303487076775967,1.0739352,0.3083205664113282,2500.000000000329,0.0500000000000065
1,0.1,2500,0.05,4,2089.766953472091,0.0417953390694418,1.841312,0.1422388447768955,2500.000000000329,0.0500000000000065
1,0.1,5000,0.1,0,1824.6888547014328,0.0364937770940286,1.7738976000000002,0.2043048860977219,5000.0000000006585,0.1000000000000131
1,0.1,5000,0.1,1,2093.5205616195235,0.0418704112323904,1.6038576,0.204737694753895,5000.0000000006585,0.1000000000000131
1,0.1,5000,0.1,2,1793.658852606392,0.0358731770521278,0.5584744,0.1596031920638413,5000.0000000006585,0.1000000000000131
1,0.1,5000,0.1,3,1404.6982517907174,0.0280939650358143,0.938012,0.2851473029460589,5000.0000000006585,0.1000000000000131
1,0.1,5000,0.1,4,2180.407727801616,0.0436081545560323,1.8182312,0.1455285105702114,5000.0000000006585,0.1000000000000131
1,0.1,10000,0.2,0,2062.934395828153,0.041258687916563,1.6712623999999998,0.2289317786355727,10000.000000001315,0.2000000000000263
1,0.1,10000,0.2,1,2347.0789729399985,0.0469415794587999,1.5003935999999998,0.2245836916738335,10000.000000001315,0.2000000000000263
1,0.1,10000,0.2,2,1655.819221438872,0.0331163844287774,0.4721424000000001,0.1269129382587651,10000.000000001315,0.2000000000000263
1,0.1,10000,0.2,3,1254.601173091337,0.0250920234618267,0.79514,0.2491345826916538,10000.000000001315,0.2000000000000263
1,0.1,10000,0.2,4,2509.2024259222417,0.0501840485184448,1.7447096000000002,0.1651609032180643,10000.000000001315,0.2000000000000263
1,0.3,0,0.0,0,1659.0451096493275,0.0331809021929865,1.8363208,0.182910058201164,0.0,0.0
1,0.3,0,0.0,1,1892.2766226949036,0.037845532453898,1.6924880000000002,0.1865997319946399,0.0,0.0
1,0.3,0,0.0,2,1973.3800401764663,0.0394676008035293,0.6874928,0.1910494209884198,0.0,0.0
1,0.3,0,0.0,3,1580.6160791144398,0.0316123215822888,1.117376,0.3122894457889157,0.0,0.0
1,0.3,0,0.0,4,1962.1429294823304,0.0392428585896466,1.8671552,0.1367931358627172,0.0,0.0
1,0.3,2500,0.05,0,1731.5407950374115,0.0346308159007482,1.8127048,0.1908358167163343,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,1,1975.55307014198,0.0395110614028396,1.6574664,0.1919790395807916,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,2,1868.048934175432,0.0373609786835086,0.60578,0.1757931158623172,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,3,1517.4353838798354,0.0303487076775967,1.0739352,0.3083205664113282,2500.000000000329,0.0500000000000065
1,0.3,2500,0.05,4,2089.766953472091,0.0417953390694418,1.841312,0.1422388447768955,2500.000000000329,0.0500000000000065
1,0.3,5000,0.1,0,1824.6888547014328,0.0364937770940286,1.7738976000000002,0.2043048860977219,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,1,2093.5205616195235,0.0418704112323904,1.6038576,0.204737694753895,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,2,1793.658852606392,0.0358731770521278,0.5584744,0.1596031920638413,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,3,1404.6982517907174,0.0280939650358143,0.938012,0.2851473029460589,5000.0000000006585,0.1000000000000131
1,0.3,5000,0.1,4,2180.407727801616,0.0436081545560323,1.8182312,0.1455285105702114,5000.0000000006585,0.1000000000000131
1,0.3,10000,0.2,0,2062.934395828153,0.041258687916563,1.6712623999999998,0.2289317786355727,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,1,2347.0789729399985,0.0469415794587999,1.5003935999999998,0.2245836916738335,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,2,1655.819221438872,0.0331163844287774,0.4721424000000001,0.1269129382587651,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,3,1254.601173091337,0.0250920234618267,0.79514,0.2491345826916538,10000.000000001315,0.2000000000000263
1,0.3,10000,0.2,4,2509.2024259222417,0.0501840485184448,1.7447096000000002,0.1651609032180643,10000.000000001315,0.2000000000000263
5,0.0,0,0.0,0,1654.6463894026308,0.0330929277880526,1.8329488,0.184152483049661,0.0,0.0
5,0.0,0,0.0,1,1862.7597553491316,0.0372551951069826,1.717172,0.1730722614452289,0.0,0.0
5,0.0,0,0.0,2,2001.2367196555656,0.0400247343931113,0.7021976,0.2016184323686474,0.0,0.0
5,0.0,0,0.0,3,1580.9497846609222,0.0316189956932184,1.1519528,0.318179963599272,0.0,0.0
5,0.0,0,0.0,4,1949.8528516588328,0.0389970570331766,1.8602680000000005,0.1353931078621572,0.0,0.0
5,0.0,2500,0.05,0,1721.712538553172,0.0344342507710634,1.8129056,0.1893989879797596,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,1,1963.8706666631003,0.039277413333262,1.6787535999999998,0.1827172543450869,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,2,1887.6936692183256,0.0377538733843665,0.6306624,0.1859317186343727,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,3,1473.8800682570472,0.0294776013651409,1.0484624,0.299889997799956,2500.000000000329,0.0500000000000065
5,0.0,2500,0.05,4,2076.0655547136644,0.0415213110942732,1.849328,0.142727654553091,2500.000000000329,0.0500000000000065
5,0.0,5000,0.1,0,1812.4046748484147,0.0362480934969682,1.7833472,0.2019288385767715,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,1,2088.169897235085,0.0417633979447017,1.622772,0.196579931598632,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,2,1798.7123817503611,0.0359742476350072,0.5734248000000001,0.1649512990259805,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,3,1378.8172600835708,0.0275763452016714,0.9591616,0.2846184923698474,5000.0000000006585,0.1000000000000131
5,0.0,5000,0.1,4,2204.7631634194013,0.044095263268388,1.8085352,0.147447748954979,5000.0000000006585,0.1000000000000131
5,0.0,10000,0.2,0,2067.692766138873,0.0413538553227774,1.669728,0.2357631152623052,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,1,2366.639859036276,0.0473327971807255,1.497856,0.2223956479129583,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,2,1665.5618962307603,0.0333112379246152,0.4762216,0.1318546370927418,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,3,1242.7892224758743,0.0248557844495174,0.8145104000000001,0.2433344666893338,10000.000000001315,0.2000000000000263
5,0.0,10000,0.2,4,2495.347039560464,0.0499069407912092,1.7534632,0.1630848616972339,10000.000000001315,0.2000000000000263
5,0.1,0,0.0,0,1720.5820277554271,0.0344116405551085,1.860668,0.1592767855357107,0.0,0.0
5,0.1,0,0.0,1,1888.402698185802,0.037768053963716,1.7941384,0.1540686813736274,0.0,0.0
5,0.1,0,0.0,2,2034.1988001723105,0.0406839760034462,0.5929464,0.1787891757835157,0.0,0.0
5,0.1,0,0.0,3,1599.6679991526937,0.0319933599830538,1.1563696,0.3137782755655113,0.0,0.0
5,0.1,0,0.0,4,1961.558741759607,0.0392311748351921,1.8592256,0.1416436328726574,0.0,0.0
